age,annual_income,employment_length_years,existing_debt,debt_to_income_ratio,num_credit_lines,num_late_payments_2yrs,credit_utilization,savings_balance,checking_balance,loan_amount,loan_term_months,credit_history_years,has_bankruptcy,home_ownership,purpose,creditworthy
41,101905.4,8.4,8568.63,0.084,1,0,0.278,13503.36,3613.6,6385.7,24,16,0,mortgage,car,1
34,77017.38,0.3,5519.52,0.072,4,0,0.198,3894.88,5810.95,10552.0,12,16,0,rent,education,1
50,61740.21,1.8,18741.54,0.304,8,0,0.744,2589.24,3794.09,3374.99,48,25,0,own,debt_consolidation,1
26,46134.65,7.9,16201.97,0.351,5,2,0.134,1371.52,4953.23,12570.91,24,6,0,mortgage,medical,0
48,76688.62,7.5,22301.69,0.291,4,1,0.33,7556.8,2315.15,8532.68,60,29,1,own,debt_consolidation,0
23,62812.02,3.5,32182.73,0.512,10,0,0.309,7376.45,3211.84,15646.72,60,0,0,rent,business,1
52,51653.75,3.0,8228.19,0.159,6,0,0.142,3558.97,3955.08,15534.23,60,31,0,mortgage,medical,1
51,75994.04,6.6,41403.42,0.545,8,1,0.427,3553.01,2601.94,19266.28,36,26,0,mortgage,education,1
23,80573.54,11.4,2437.76,0.03,0,0,0.255,18745.9,199.93,8549.37,24,2,0,own,home_improvement,1
57,22616.5,6.6,1873.17,0.083,11,4,0.459,1867.64,2355.75,11694.49,24,32,0,mortgage,car,0
40,90153.54,15.1,10674.94,0.118,9,0,0.418,9888.83,594.61,9106.79,48,19,0,rent,business,1
59,44486.91,3.5,2765.98,0.062,9,1,0.231,2564.31,3612.46,6875.47,60,40,0,rent,education,1
21,85947.2,8.0,21680.65,0.252,8,0,0.509,1673.95,8463.42,7595.14,24,3,0,rent,car,1
28,51972.24,5.2,24876.37,0.479,6,1,0.399,2119.49,7425.36,5663.95,12,8,1,rent,business,0
44,61798.45,9.9,28118.44,0.455,6,0,0.133,4832.75,11561.9,3778.06,12,22,0,mortgage,medical,1
28,65864.05,3.1,27315.21,0.415,7,0,0.734,1547.56,9066.41,8122.63,36,5,0,rent,debt_consolidation,0
35,83445.52,16.6,1996.6,0.024,5,2,0.599,10301.41,3037.69,9518.87,12,15,0,mortgage,car,1
52,73281.83,0.0,35089.11,0.479,8,0,0.46,5858.36,4165.52,5913.97,60,30,0,rent,business,1
26,51367.4,15.6,11821.92,0.23,4,1,0.438,3754.98,4458.96,6079.53,48,8,0,own,debt_consolidation,1
53,27682.77,7.4,11288.15,0.408,9,0,0.638,293.85,1899.01,19550.44,48,30,0,own,education,1
24,68221.03,9.8,27647.73,0.405,4,0,0.707,5300.34,5414.04,6718.49,12,1,0,mortgage,business,1
27,60935.8,13.7,6951.93,0.114,5,1,0.208,5577.97,8163.7,3075.56,24,9,0,mortgage,medical,1
48,37205.52,11.3,10907.14,0.293,0,1,0.523,1349.49,2904.89,8022.22,48,24,0,own,debt_consolidation,0
59,63381.61,3.3,32380.14,0.511,10,1,0.369,3428.04,7434.43,7756.83,60,36,0,mortgage,car,1
27,57874.93,10.0,9226.18,0.159,8,1,0.483,5220.0,867.26,7767.97,60,9,0,rent,debt_consolidation,1
34,89833.06,16.3,35840.22,0.399,2,0,0.432,3507.93,8583.86,8435.37,36,16,0,rent,medical,1
66,108066.56,2.6,57033.97,0.528,0,0,0.052,5746.34,0.0,6322.47,48,42,0,own,business,1
69,79865.01,17.6,16862.26,0.211,10,0,0.668,3519.56,10167.57,4904.99,12,45,1,rent,home_improvement,1
48,56750.37,8.9,12794.14,0.225,0,2,0.336,6763.81,3519.76,1899.76,24,26,0,rent,education,1
41,59639.96,4.8,15497.93,0.26,5,1,0.662,10029.22,133.97,3666.52,48,21,0,own,medical,1
36,43978.19,2.5,19737.01,0.449,0,0,0.365,4043.47,2519.5,10761.69,60,16,0,own,medical,0
50,46679.05,5.9,11801.44,0.253,8,0,0.181,2953.89,4432.02,19213.05,12,29,0,rent,business,1
49,55645.9,0.0,15453.44,0.278,2,1,0.139,7384.45,513.15,4902.33,48,27,0,mortgage,debt_consolidation,1
34,53709.06,4.9,7402.63,0.138,5,0,0.228,1010.96,1461.6,6245.58,48,11,0,own,home_improvement,1
20,36538.37,5.7,19870.4,0.544,6,1,0.681,2789.84,1876.97,7916.48,48,0,0,mortgage,education,1
26,90171.74,1.6,44449.95,0.493,4,0,0.579,15731.48,10174.63,22925.38,48,5,0,mortgage,business,0
67,94741.21,10.7,32035.3,0.338,8,0,0.36,4517.38,0.0,7850.65,60,44,0,rent,education,1
40,89120.23,5.9,47153.23,0.529,6,0,0.352,9735.87,8384.66,24239.32,24,15,0,rent,debt_consolidation,1
43,95924.22,3.8,36845.34,0.384,5,0,0.155,13354.1,5605.75,1887.09,12,21,1,mortgage,business,0
42,119787.1,5.4,63286.64,0.528,3,0,0.186,10706.26,14942.84,2215.07,60,21,0,mortgage,debt_consolidation,1
58,44247.51,8.8,4673.16,0.106,4,3,0.392,1758.65,4036.25,17807.34,12,37,0,rent,medical,1
22,117791.26,7.4,16430.99,0.139,3,0,0.427,6289.45,16386.91,3891.85,48,0,0,rent,education,1
23,51263.46,3.5,25075.35,0.489,6,0,0.373,6174.21,4700.57,6978.47,24,5,0,rent,home_improvement,1
33,71731.21,7.6,17397.22,0.243,9,0,0.205,8507.86,757.97,6708.55,36,15,0,mortgage,business,0
43,33783.9,6.7,7321.43,0.217,7,1,0.453,2866.29,3128.31,2572.94,24,23,0,rent,car,0
53,49083.32,1.3,20605.07,0.42,0,2,0.423,658.96,4699.68,7128.48,36,32,0,rent,car,0
44,80672.5,5.6,28563.92,0.354,10,1,0.102,2091.36,2920.63,27539.73,12,24,0,own,business,1
41,72927.9,9.9,14757.54,0.202,9,2,0.358,5435.14,3188.08,13891.74,36,20,0,rent,business,1
66,50933.49,9.9,11758.82,0.231,9,0,0.33,2341.07,0.0,2932.22,36,47,0,mortgage,home_improvement,1
27,59630.91,5.9,14099.33,0.236,0,0,0.518,1871.24,6402.27,2397.03,24,2,0,own,medical,1
48,47374.74,10.4,4119.5,0.087,9,1,0.049,1504.39,3003.03,11150.69,12,28,1,mortgage,debt_consolidation,1
46,80593.71,2.1,11417.19,0.142,5,1,0.172,24732.7,3363.46,19914.38,24,27,0,rent,medical,1
43,92353.6,2.3,28157.79,0.305,10,1,0.729,8885.02,1833.58,23822.34,48,18,0,mortgage,medical,1
60,44312.29,5.7,19247.86,0.434,9,2,0.129,5293.09,2005.59,10418.06,12,35,0,mortgage,debt_consolidation,1
32,57585.88,14.5,13941.29,0.242,10,0,0.129,3813.39,5293.38,2908.48,12,13,0,mortgage,business,1
67,36074.6,7.8,8051.02,0.223,1,1,0.598,5565.63,2849.68,10368.56,48,47,0,rent,education,0
35,62732.66,5.6,22883.22,0.365,6,1,0.329,7026.38,3338.4,3899.79,24,17,0,own,education,0
46,69119.05,14.7,7143.08,0.103,8,3,0.44,6219.29,595.16,9531.17,12,26,0,mortgage,car,1
45,64480.2,5.6,14301.56,0.222,7,0,0.495,5892.7,3393.36,12462.58,36,21,0,rent,business,1
62,67250.55,18.2,8763.57,0.13,9,2,0.477,2849.27,1876.09,5025.93,60,43,0,own,debt_consolidation,1
41,55531.75,4.4,20289.77,0.365,8,1,0.564,2231.17,3249.17,16850.35,12,19,0,mortgage,debt_consolidation,1
33,55975.98,1.9,4453.05,0.08,0,1,0.265,5306.71,5620.05,7264.97,48,10,0,rent,education,1
20,55104.15,6.2,14180.84,0.257,2,2,0.436,7854.17,2330.15,6868.13,60,0,0,own,education,0
37,48590.38,5.8,16325.23,0.336,7,0,0.511,8782.36,7423.48,4898.13,36,18,0,own,debt_consolidation,0
61,50585.75,3.0,23362.93,0.462,4,2,0.285,6433.77,2051.21,10904.19,12,43,0,mortgage,business,1
19,68037.04,20.0,27487.79,0.404,4,1,0.624,13258.3,0.0,11982.65,60,0,0,rent,education,0
64,90206.46,8.6,46881.87,0.52,10,0,0.598,15735.94,5213.6,971.43,12,42,0,mortgage,home_improvement,1
46,41767.84,9.3,15885.8,0.38,1,4,0.509,2966.49,1615.66,17485.15,48,28,0,rent,education,0
26,55905.61,4.7,11464.59,0.205,6,0,0.391,12646.97,13389.56,6594.97,24,6,0,own,car,1
34,38927.09,4.1,5559.32,0.143,3,1,0.493,3175.77,1778.17,9267.34,60,13,0,own,education,0
47,48883.93,12.1,2443.64,0.05,0,1,0.618,3789.62,0.0,6912.11,60,27,0,rent,debt_consolidation,1
35,51581.51,0.0,8620.38,0.167,4,0,0.366,6190.52,3544.96,10072.37,36,11,0,mortgage,medical,1
24,61234.42,1.3,5666.01,0.093,4,0,0.465,11050.73,3582.54,12846.11,36,1,0,mortgage,home_improvement,1
52,60658.6,5.8,13083.4,0.216,5,1,0.303,2944.34,508.55,8022.96,12,30,1,rent,business,1
53,57412.08,13.8,22526.57,0.392,1,0,0.196,4666.0,4859.68,6698.34,24,30,0,own,home_improvement,1
25,66137.68,5.1,25580.6,0.387,8,0,0.283,4663.9,6281.38,7721.63,60,3,0,rent,education,1
33,43065.54,9.1,8123.38,0.189,4,0,0.084,1574.21,3045.67,10203.88,36,12,0,rent,business,1
31,61405.91,7.1,17779.02,0.29,6,1,0.465,2973.23,3274.57,8101.43,24,9,0,mortgage,home_improvement,0
52,73651.29,13.5,9934.74,0.135,6,0,0.161,2804.63,3553.82,10014.47,60,34,0,own,car,1
56,42890.37,0.0,12291.42,0.287,6,1,0.374,4971.48,1522.56,9066.4,48,38,0,own,car,1
56,31774.99,10.7,9225.66,0.29,6,2,0.189,2160.48,82.56,8021.17,36,31,1,mortgage,medical,1
66,80364.06,6.0,14440.4,0.18,3,0,0.548,4800.66,11324.56,7735.04,12,43,0,own,car,1
58,39326.34,11.6,6194.6,0.158,5,0,0.589,4197.37,7414.83,7778.04,24,40,0,own,car,1
35,48094.64,2.9,25931.4,0.539,6,2,0.134,5229.99,736.78,6636.16,24,10,0,mortgage,education,0
24,72920.83,7.1,22217.19,0.305,0,2,0.614,12727.05,2664.21,5218.36,24,2,0,mortgage,debt_consolidation,0
50,42185.19,6.5,13410.7,0.318,8,0,0.26,535.67,530.87,6917.44,24,29,0,rent,education,1
65,78414.0,2.0,1892.2,0.024,5,1,0.23,11887.57,8719.61,7958.0,60,46,0,rent,debt_consolidation,1
68,45810.9,0.6,5331.27,0.116,3,1,0.153,1590.71,728.9,11860.04,48,45,0,mortgage,home_improvement,1
30,43979.94,4.1,9192.23,0.209,0,0,0.372,4457.06,4467.84,12365.23,24,9,0,own,medical,1
31,38988.45,7.6,20740.68,0.532,3,0,0.465,1263.55,3433.41,18550.42,36,6,0,own,education,0
20,45945.39,3.2,5186.23,0.113,4,1,0.37,5793.07,2711.04,9790.69,36,2,0,mortgage,medical,1
26,69552.5,5.3,12571.16,0.181,10,1,0.588,3583.57,9365.99,1600.43,60,3,0,mortgage,education,1
47,48097.48,0.0,26202.7,0.545,7,1,0.638,5445.28,2365.26,7384.37,48,29,0,rent,business,1
46,80479.7,5.1,22130.92,0.275,5,0,0.593,3625.94,5374.56,7636.5,48,24,0,mortgage,debt_consolidation,1
37,58189.13,12.1,10983.55,0.189,1,3,0.56,1012.26,339.19,6437.07,12,13,1,mortgage,business,0
34,59889.88,10.5,21333.39,0.356,3,0,0.654,2770.37,0.0,1655.63,36,12,0,rent,car,1
61,43546.8,6.6,12325.5,0.283,11,2,0.424,4738.89,5211.26,11992.59,12,42,0,mortgage,home_improvement,0
42,84643.99,8.2,44645.31,0.527,1,0,0.321,5649.25,3026.13,9078.65,48,20,0,rent,education,1
60,73857.95,2.9,4733.81,0.064,7,0,0.432,10072.54,9194.55,6194.35,60,40,0,own,car,1
68,73141.12,15.1,32108.25,0.439,6,0,0.247,5420.08,3587.66,3847.73,48,46,0,rent,car,1
35,54477.4,17.3,9147.61,0.168,2,0,0.624,5325.67,3335.33,7862.03,60,17,0,own,debt_consolidation,1
29,37468.43,7.8,16768.43,0.448,10,1,0.688,787.94,2883.91,26396.46,12,4,0,own,medical,0
67,60958.78,20.0,28607.46,0.469,4,1,0.329,6652.88,2419.83,9074.87,60,43,0,own,business,1
51,68548.96,3.6,32224.05,0.47,7,0,0.576,10074.36,0.0,8279.15,48,33,0,mortgage,education,1
33,68781.09,0.7,32970.13,0.479,1,0,0.174,863.27,1588.82,3952.24,36,11,0,own,education,1
50,65659.73,3.5,26303.79,0.401,11,1,0.223,1765.82,1258.38,10602.99,36,28,0,rent,medical,1
45,64744.72,5.9,6181.45,0.095,0,1,0.26,16154.32,4207.76,5744.58,24,21,0,mortgage,home_improvement,1
65,45738.59,18.6,2172.97,0.048,3,2,0.193,4341.28,5603.73,10858.81,60,45,0,rent,education,0
32,46464.4,5.6,9321.02,0.201,10,0,0.732,3148.49,1411.84,2156.33,36,11,0,rent,business,0
69,39107.78,2.7,11043.53,0.282,7,1,0.567,2389.7,2412.46,4327.88,60,49,0,rent,business,1
66,80807.17,2.5,14576.73,0.18,8,0,0.168,398.52,6351.99,5623.83,48,43,0,own,medical,1
28,106218.41,12.7,43907.47,0.413,3,1,0.574,13244.69,2863.44,6789.2,60,8,1,own,education,0
27,143049.08,12.0,57633.76,0.403,9,0,0.435,9241.97,12292.76,17899.99,36,5,0,rent,debt_consolidation,1
46,62368.92,4.6,33374.85,0.535,11,2,0.367,5282.41,7589.72,15204.46,36,28,0,rent,debt_consolidation,0
21,64799.92,0.0,15053.26,0.232,7,0,0.591,9597.52,5595.08,9851.93,36,0,0,own,car,1
34,55198.35,1.4,24090.53,0.436,2,2,0.358,4062.84,3541.27,3952.31,12,15,0,mortgage,medical,1
41,62041.86,15.6,25613.11,0.413,10,0,0.316,10382.71,1527.4,4057.72,36,21,0,mortgage,medical,1
68,42132.47,10.4,22921.63,0.544,0,1,0.68,753.42,2558.84,14306.77,36,45,0,rent,business,1
69,54828.55,7.3,23577.16,0.43,10,2,0.109,5724.36,1591.35,6516.44,24,51,0,rent,home_improvement,1
26,44095.8,16.3,7509.27,0.17,0,4,0.622,2332.0,1646.27,5105.15,48,3,0,rent,education,1
64,52498.57,16.8,1474.91,0.028,0,1,0.279,5643.92,3179.39,6049.99,24,45,0,mortgage,education,1
23,45294.2,6.8,24147.61,0.533,0,1,0.473,3031.11,2548.19,7388.94,12,0,0,own,debt_consolidation,0
57,68561.21,6.9,27391.34,0.4,2,0,0.552,12015.27,8112.28,9383.7,36,35,0,rent,debt_consolidation,1
62,71478.03,4.1,32213.83,0.451,8,1,0.454,9323.06,2663.97,7176.76,24,40,0,rent,home_improvement,1
64,64130.59,5.6,28244.36,0.44,4,0,0.17,3490.72,5521.59,1726.59,48,44,0,mortgage,home_improvement,1
30,46527.24,0.0,19074.0,0.41,0,1,0.483,2366.94,2021.04,8483.7,24,6,0,own,business,0
64,38259.03,0.0,16003.04,0.418,4,0,0.411,3955.71,807.93,9718.08,36,45,0,own,home_improvement,1
24,71752.26,0.0,36781.13,0.513,11,0,0.528,5060.91,6959.86,9540.94,60,1,0,rent,medical,1
45,58086.13,12.4,29303.23,0.504,6,2,0.449,5405.91,5089.01,7222.27,36,20,0,own,education,0
42,31383.98,0.0,6935.55,0.221,8,2,0.148,3694.41,1150.55,3754.51,48,20,0,own,medical,1
35,60790.72,16.7,2213.37,0.036,3,0,0.371,9161.48,0.0,2874.65,60,15,0,rent,business,1
20,64962.37,3.3,2631.06,0.041,6,0,0.555,4084.45,7970.69,6044.76,12,0,0,rent,home_improvement,1
58,34370.84,15.7,8823.62,0.257,9,0,0.574,1362.97,3627.02,12046.04,24,40,0,mortgage,home_improvement,1
36,68964.97,5.2,31899.0,0.463,8,1,0.106,12184.6,8577.74,5178.09,48,17,0,rent,debt_consolidation,1
52,35953.93,0.0,16870.8,0.469,0,1,0.339,5318.86,4568.22,34266.27,60,30,0,mortgage,home_improvement,1
39,44907.94,13.4,10523.12,0.234,7,2,0.166,4887.08,3026.93,13362.95,12,19,0,mortgage,education,1
38,36027.33,14.0,6479.67,0.18,9,0,0.592,4437.75,1651.71,6314.33,12,15,1,rent,business,1
64,43414.47,2.5,12525.02,0.288,1,1,0.279,3347.94,0.0,5933.55,48,46,0,mortgage,medical,1
23,38362.31,5.3,17694.54,0.461,4,0,0.512,4622.55,2817.55,6771.25,24,4,0,own,medical,1
56,80627.94,2.5,28811.83,0.357,7,0,0.285,15870.45,3563.71,7934.53,12,32,0,mortgage,business,1
57,53514.38,6.4,5035.55,0.094,0,0,0.098,1897.14,1472.96,3413.98,12,36,0,mortgage,debt_consolidation,1
38,49825.33,7.5,10562.17,0.212,8,0,0.28,2158.85,0.0,5488.38,60,14,0,rent,home_improvement,1
32,83296.7,5.2,26186.46,0.314,10,0,0.387,10903.66,1262.01,17801.6,36,14,0,mortgage,education,1
19,81787.93,0.0,24968.14,0.305,6,0,0.347,790.56,0.0,10519.37,24,0,0,rent,car,1
66,51112.7,4.1,23523.9,0.46,5,1,0.783,10462.58,5945.09,6675.95,36,47,0,mortgage,debt_consolidation,1
67,63713.84,10.5,32752.17,0.514,1,0,0.517,14795.94,7801.68,9686.1,48,43,0,mortgage,business,0
31,47672.04,6.0,3491.76,0.073,8,2,0.604,1904.06,1408.85,6923.12,24,11,0,rent,medical,0
20,56171.9,5.4,7804.3,0.139,11,1,0.115,2272.26,7184.29,12717.2,24,0,0,own,debt_consolidation,1
25,40478.55,2.3,9222.76,0.228,10,0,0.284,176.2,2906.48,21316.09,12,1,0,rent,car,1
22,66806.53,3.9,11830.83,0.177,6,0,0.235,2647.69,9358.21,7870.71,60,0,0,rent,debt_consolidation,1
61,84455.88,14.0,19964.86,0.236,0,0,0.62,6810.71,8149.25,3522.24,24,42,0,rent,business,1
64,79213.68,1.3,3293.88,0.042,3,0,0.098,1294.78,7784.72,3962.21,60,45,0,mortgage,education,1
26,58978.64,10.6,3243.06,0.055,3,0,0.246,9349.9,4654.43,14231.56,24,8,0,own,home_improvement,0
57,30502.4,7.2,14163.23,0.464,0,1,0.105,4600.65,932.78,20854.16,48,33,0,mortgage,business,1
28,46968.48,8.2,3492.97,0.074,1,0,0.3,4509.37,30.58,5246.5,36,8,0,own,debt_consolidation,0
37,56148.87,3.3,25646.55,0.457,6,0,0.229,2938.08,4318.4,5103.73,24,18,0,rent,car,1
49,36834.97,5.2,6720.59,0.182,1,2,0.598,1720.05,2280.06,10661.69,36,24,0,rent,home_improvement,1
55,34913.68,7.0,6420.22,0.184,0,0,0.664,4404.85,6865.41,3339.68,48,36,0,mortgage,medical,1
63,92594.68,4.4,6796.07,0.073,11,1,0.333,16883.78,9634.57,10657.53,24,41,0,rent,car,1
21,75996.09,8.7,2054.14,0.027,7,1,0.516,3952.06,1857.46,11494.37,60,0,0,own,education,1
29,68541.94,9.3,14277.49,0.208,9,0,0.463,12748.4,4280.26,4853.52,48,7,0,mortgage,business,1
33,72966.19,17.9,33764.31,0.463,2,0,0.717,8055.92,3520.54,2243.72,24,11,0,mortgage,education,0
34,38748.96,8.4,19668.06,0.508,4,2,0.784,7338.95,2507.08,4779.1,36,10,0,rent,home_improvement,0
69,42956.53,0.0,2261.25,0.053,7,3,0.296,2699.56,46.97,12160.53,48,51,0,mortgage,car,1
58,62431.31,12.8,2271.33,0.036,8,0,0.07,1707.85,6994.94,10074.36,24,37,0,mortgage,medical,1
35,64057.81,6.0,6672.54,0.104,4,1,0.166,12140.97,3004.71,7294.73,48,10,0,rent,car,1
68,36179.61,17.1,15417.35,0.426,11,0,0.172,1753.57,3595.62,14691.44,12,45,0,rent,education,1
44,60965.22,14.4,7839.39,0.129,8,0,0.353,9821.79,2224.37,9598.61,48,23,0,rent,debt_consolidation,1
44,56486.77,4.5,8039.73,0.142,2,1,0.341,553.07,2643.08,8966.81,12,26,0,own,home_improvement,1
41,78333.45,10.6,38472.66,0.491,1,0,0.341,6586.89,7545.94,2903.06,48,20,0,own,business,0
26,64163.27,4.0,31037.25,0.484,0,1,0.4,7138.23,0.0,9949.33,12,6,0,own,medical,1
66,96410.4,7.0,36178.32,0.375,10,2,0.171,9167.77,11186.58,12082.96,48,47,0,rent,education,0
19,51206.23,10.4,5475.34,0.107,9,2,0.485,4941.24,7176.99,20466.23,12,0,0,rent,medical,0
27,39552.83,12.6,8781.09,0.222,5,0,0.422,2984.9,5505.16,5401.81,36,8,0,rent,home_improvement,1
30,95480.23,11.5,13861.25,0.145,8,1,0.07,6762.14,3019.04,7315.92,12,10,0,rent,debt_consolidation,1
33,65282.4,7.4,24551.29,0.376,10,1,0.42,6782.93,5337.06,16186.17,12,12,0,mortgage,debt_consolidation,0
25,56596.01,19.4,24526.64,0.433,1,0,0.236,10110.58,2510.28,11387.15,24,7,0,own,medical,0
19,43464.27,5.2,4143.49,0.095,11,2,0.786,2097.42,0.0,10874.2,60,1,0,rent,debt_consolidation,0
53,51399.92,0.0,25490.07,0.496,5,1,0.406,6691.09,3654.67,4158.43,36,32,1,rent,medical,0
68,50522.86,0.0,13403.6,0.265,5,0,0.816,1423.48,0.0,7350.87,24,49,0,rent,car,1
25,39012.5,14.4,17218.29,0.441,1,1,0.638,4573.19,3770.15,11816.07,36,5,0,own,debt_consolidation,0
34,27854.37,6.6,1319.4,0.047,8,1,0.625,1569.95,2997.29,4771.36,12,14,1,rent,business,0
44,50139.26,7.8,10584.8,0.211,7,0,0.145,2109.11,6579.7,8481.26,60,23,1,mortgage,car,1
66,73602.33,4.3,2048.64,0.028,0,1,0.449,7532.12,6792.63,7080.27,60,48,0,mortgage,car,1
54,86990.58,4.7,34865.55,0.401,7,1,0.251,17242.01,4000.15,11187.72,60,30,0,mortgage,debt_consolidation,0
58,79393.76,3.1,4931.07,0.062,1,0,0.28,2935.54,4542.92,9618.28,12,38,0,own,education,1
48,80997.81,9.4,16142.17,0.199,3,1,0.437,2490.84,5897.2,1806.7,12,30,0,mortgage,home_improvement,1
40,40432.13,6.5,17560.76,0.434,7,1,0.654,3369.89,5652.81,7173.95,12,16,0,mortgage,medical,1
29,62822.8,9.2,26194.11,0.417,9,1,0.633,2737.24,8816.34,19040.56,60,7,0,rent,business,0
63,68722.18,8.7,24695.56,0.359,1,2,0.391,5872.14,4292.47,13647.89,36,42,0,rent,medical,1
60,70203.6,4.9,27227.13,0.388,5,1,0.327,4369.36,8130.35,6964.79,36,40,0,own,medical,1
20,56183.0,0.0,20515.37,0.365,3,0,0.346,1749.05,2295.93,12580.85,36,1,0,own,car,0
55,60280.92,0.0,21693.67,0.36,8,0,0.766,2943.4,5333.64,6226.02,48,35,0,own,debt_consolidation,0
23,109024.83,22.1,22384.65,0.205,9,0,0.422,17716.01,5363.41,11148.53,60,0,0,mortgage,education,1
56,78575.77,14.4,2744.48,0.035,7,1,0.286,5348.98,6196.75,5250.34,48,35,1,mortgage,home_improvement,1
61,67886.15,13.7,17254.47,0.254,9,0,0.329,5485.62,1736.0,21939.38,24,38,0,mortgage,medical,0
25,72105.59,3.6,3179.4,0.044,5,0,0.282,3036.27,0.0,7135.12,36,7,0,own,debt_consolidation,1
41,49394.33,7.0,13262.36,0.268,7,0,0.155,5030.06,215.04,8349.93,60,21,0,own,medical,1
25,70818.59,2.9,18835.04,0.266,3,0,0.267,9502.36,6785.87,14679.57,36,3,0,rent,debt_consolidation,0
47,60016.91,0.4,6885.28,0.115,11,0,0.472,5430.11,657.41,8223.06,48,29,0,rent,education,1
66,75837.8,4.1,33039.39,0.436,2,0,0.473,4979.82,3762.15,9074.25,48,45,0,rent,education,0
23,45733.69,13.6,17983.9,0.393,11,0,0.509,6889.68,5084.97,8993.94,60,3,0,own,business,1
39,73725.95,11.2,23338.39,0.317,8,0,0.451,6114.73,9045.01,9980.97,60,14,0,mortgage,medical,1
68,51627.37,2.1,26367.73,0.511,11,1,0.42,9074.89,913.61,4065.92,48,47,0,rent,education,0
34,73841.55,5.4,12716.19,0.172,7,1,0.434,9020.64,0.0,10502.14,36,16,0,rent,education,1
25,62957.77,10.7,10002.55,0.159,4,0,0.439,4056.4,1667.63,5989.77,12,1,0,rent,home_improvement,1
43,58565.74,4.1,6865.13,0.117,3,0,0.457,1276.7,4491.6,5515.21,24,20,0,rent,medical,1
44,52537.67,7.4,16210.66,0.309,2,0,0.558,6538.86,5265.58,6819.08,36,23,0,rent,business,0
52,56676.11,9.0,7302.11,0.129,11,0,0.88,10002.76,435.2,3356.44,48,34,0,rent,debt_consolidation,1
35,50177.23,9.0,24110.9,0.481,1,0,0.163,1800.12,0.0,6773.73,60,16,0,rent,business,0
67,52183.32,8.3,9460.01,0.181,9,1,0.537,4022.88,1110.31,3862.02,48,46,0,mortgage,medical,1
45,67276.04,3.7,18850.3,0.28,8,0,0.646,8307.58,2738.67,1692.53,12,27,0,own,home_improvement,1
33,32860.16,4.2,9879.1,0.301,1,2,0.592,2130.75,5620.65,12492.45,48,13,0,own,business,0
67,73497.5,1.3,13453.91,0.183,10,0,0.053,6161.72,5303.45,6748.85,60,47,0,rent,medical,0
66,73918.85,0.0,30407.44,0.411,1,0,0.472,16464.19,7325.24,9345.25,24,47,0,rent,debt_consolidation,1
44,53050.6,6.4,20519.9,0.387,1,1,0.251,5346.01,6454.86,11318.83,24,25,0,mortgage,car,1
20,60800.14,11.1,25732.44,0.423,6,0,0.224,2649.7,2686.73,16457.96,12,0,0,own,business,1
49,42015.85,0.1,14333.2,0.341,1,0,0.507,3480.56,3012.1,6868.23,12,25,0,own,education,1
47,65818.25,8.4,17369.21,0.264,1,0,0.5,5520.69,5220.47,8104.93,36,25,0,rent,education,1
26,43655.44,10.9,11259.87,0.258,7,1,0.372,1588.96,4233.79,10853.87,60,1,0,own,car,1
51,22877.02,0.0,9145.39,0.4,11,1,0.149,6403.33,1378.06,2693.02,24,26,0,rent,medical,1
61,85807.16,5.6,18862.87,0.22,0,1,0.743,629.16,10199.48,6299.67,12,42,0,rent,education,1
24,40556.77,15.2,10210.07,0.252,7,1,0.473,896.03,4941.5,7909.37,24,2,0,own,debt_consolidation,1
55,56276.24,9.8,6007.25,0.107,7,0,0.184,2003.8,2954.23,5585.12,12,32,0,mortgage,home_improvement,1
26,61562.52,0.0,23406.33,0.38,0,0,0.488,1372.85,6440.71,5613.86,48,1,0,rent,business,1
57,67226.01,10.3,4085.33,0.061,1,0,0.098,1018.03,5789.99,4850.1,12,33,0,rent,home_improvement,1
40,57907.18,3.3,31557.76,0.545,5,0,0.492,12915.56,11567.34,31603.36,24,15,0,rent,education,0
19,63354.0,10.5,6093.45,0.096,8,0,0.595,8167.85,7062.47,7896.27,48,0,0,rent,business,1
68,52645.59,3.5,11738.84,0.223,2,0,0.173,8174.16,4526.41,4642.42,60,50,0,rent,debt_consolidation,1
27,34619.49,6.7,5055.27,0.146,5,0,0.098,2130.47,1322.55,6944.0,12,8,0,rent,medical,0
49,57175.84,4.3,9951.39,0.174,5,1,0.493,10407.72,854.37,4422.72,24,29,0,own,debt_consolidation,0
28,70312.54,7.0,13422.68,0.191,8,2,0.485,8754.16,6542.87,8324.37,24,3,0,rent,education,0
66,41327.29,4.2,16560.61,0.401,2,0,0.457,2456.78,0.0,9376.58,12,41,0,rent,education,0
56,61772.03,5.9,7022.07,0.114,8,1,0.099,7122.33,9133.81,16631.91,24,37,0,mortgage,car,1
60,103338.57,1.1,16518.05,0.16,9,0,0.704,2569.72,0.0,3063.59,36,40,0,rent,home_improvement,1
41,55948.37,9.5,4119.99,0.074,6,0,0.532,5770.43,850.88,13598.31,48,22,0,mortgage,debt_consolidation,1
42,56888.73,7.9,11131.63,0.196,8,0,0.648,4095.12,6637.07,8177.1,24,21,0,rent,car,1
51,33767.26,0.0,17520.42,0.519,2,1,0.438,7472.36,2191.36,12163.51,24,26,0,rent,medical,0
59,39806.11,12.0,8815.37,0.221,10,0,0.231,6500.93,3018.03,13959.29,24,40,0,rent,debt_consolidation,1
